Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
83232144,30/11/2018,Support: SQL Migrations,Su15106,Managed Disk implementation,Active,In Progress,"12,000",Stage 1
99595119,06/08/2019,Support: SQL Migrations,Su15107,Managed disks migration,Active,In Progress,"4,000",Stage 4
18989147,28/02/2018,Support: Accelerators,Su15108,Managed Disks,Active,In Progress,683,Stage 1
68484104,10/05/2019,Support: Big Data,Su15109,Acceleration in Projects,Active,In Progress,"3,413",Stage 2
58080144,31/03/2018,Support: VMAs,Su15110,phase of migration,Active,In Progress,"1,173",Stage 1
30707522,20/08/2018,Support: Bots,Su15111,App Sprint,Active,In Progress,"3,413",Stage 0
84343952,30/04/2019,Support: Big Data,Su15112,Managed Service ,Active,In Progress,"13,650",Stage 5
71616520,15/04/2019,Support: Accelerators,Su15113,Account set up,Active,Completed,"11,799",Stage 4
41010143,01/07/2019,Support: Cosmos DB,Su15114, Back Up And DR,Inactive,Completed,"10,000",Stage 1
54747520,06/05/2019,Support: Cognitive Services,Su15115,App production,Active,In Progress,"2,000",Stage 4
44141213,24/12/2018,Support: Big Data,Su15116,Account setup,Inactive,In Progress,"2,730",Stage 4
97575522,22/05/2019,Support: VMAs,Su15117,Access to All users,Active,In Progress,"1,000",Stage 0
58686103,30/04/2019,Support: Cognitive Services,Su15118,Acceleration in Projects,Inactive,In Progress,"5,000",Stage 0
55252101,28/02/2019,Support: Big Data,Su15119,App Migration,Active,Completed,"10,000",Stage 1
38686966,30/06/2019,Support: Business Intelligence,Su15120,Client onboarding,Active,Completed,"1,000",Stage 2
52626521,31/01/2018,Support: Modern Data Warehouse,Su15121,Managed Service ,Inactive,Completed,"1,365",Stage 2
40606134,01/05/2019,Support: Deep learning,Su15122,Achieve Storage,Active,In Progress,"5,000",Stage 3
19292522,31/08/2018,Support: Cognitive Services,Su15123,Managed Instance,Inactive,Completed,500,Stage 1
14040147,18/10/2018,Support: SQL Migrations,Su15124,Managed Instance,Active,In Progress,"2,730",Stage 2
67676520,30/12/2019,Support: VMAs,Su15125,Client onboarding,Inactive,In Progress,"2,000",Stage 0
1515140,30/11/2018,Support: Modern Data Warehouse,Su15126,Client onboarding,Active,In Progress,"2,397",Stage 2
66363165,11/03/2019,Support: Accelerators,Su15127, Back Up And DR,Active,In Progress,"1,000",Stage 5
99696211,29/03/2018,Support: VMAs,Su15128,respond to RFPA,Active,In Progress,"8,449",Stage 4
99393521,31/08/2018,Support: Modern Data Warehouse,Su15129,Account setup,Active,In Progress,"2,730",Stage 2
72828522,30/05/2019,Support: Azure Databricks,Su15130,Managed disks migration,Inactive,In Progress,"5,000",Stage 3
99696211,18/06/2019,Support: Big Data,Su15131,Managed Disks,Active,In Progress,"20,000",Stage 2
28686156,28/12/2018,Support: Big Data,Su15132,Acceleration in Projects,Inactive,In Progress,"20,475",Stage 1
25555521,31/08/2019,Support: SQL Migrations,Su15133,phase of migration,Inactive,Completed,"45,000",Stage 1
72828522,30/06/2019,Support: Big Data,Su15134,Phase of Data Migration,-,-,"5,000",Stage 2
63131124,31/05/2018,Support: Modern Data Warehouse,Su15135,respond to RFPA,Inactive,In Progress,"1,500",Stage 5
91111110,31/10/2017,Support: VMAs,Su15136,Account setup,-,-,"7,003",Stage 3
84242119,30/06/2019,Support: VMAs,Su15137,Managed Disks,Active,In Progress,"1,365",Stage 5
22626619,28/01/2019,Support: VMAs,Su15138,App Sprint,Inactive,In Progress,"13,468",Stage 3
98080522,30/08/2018,Support: Big Data,Su15139,Achieve Storage,Active,Completed,"1,365",Stage 4
28686156,31/08/2018,Support: Cognitive Services,Su15140,phase projects,Inactive,In Progress,500,Stage 0
12929521,29/11/2019,Support: Big Data,Su15141,ACT Premium enabled,Active,Blocked,"6,000",Stage 2
16767845,02/03/2018,Support: SQL Migrations,Su15142,Managed Service ,Active,In Progress,"6,019",Stage 4
84545141,30/08/2019,Support: Business Intelligence,Su15143, Back Up And DR,Inactive,In Progress,"2,730",Stage 1
55252101,20/07/2018,Support: Cognitive Services,Su15144,Achieve Storage,Active,In Progress,"10,000",Stage 2
19292522,30/04/2019,Support: Big Data,Su15145,phase rollout,Active,In Progress,"5,000",Stage 4
99696211,21/08/2019,Support: Big Data,Su15146,Account set up,Active,In Progress,"30,000",Stage 0
90606141,01/01/2019,Support: Modern Data Warehouse,Su15147,Acceleration in Projects,Inactive,In Progress,"3,349",Stage 2
71414953,31/07/2018,Support: Modern Data Warehouse,Su15148,Account set up,Inactive,In Progress,"2,048",Stage 5
70202603,30/11/2018,Support: VMAs,Su15149,respond to RFPA,Active,In Progress,"1,365",Stage 2
93939111,30/04/2019,Support: Azure Databricks,Su15150,Client onboarding,Active,In Progress,"2,000",Stage 0
8686522,16/04/2018,Support: Modern Data Warehouse,Su15151,Managed Disks,Active,In Progress,"4,000",Stage 4
19292522,22/12/2017,Support: Cognitive Services,Su15152,Managed Instance,Active,In Progress,"1,500",Stage 0
32222619,20/02/2019,Support: VMAs,Su15153,Managed disks migration,Active,In Progress,683,Stage 2
72828522,31/03/2018,Support: Cognitive Services,Su15154,Acceleration in Projects,Active,In Progress,"1,365",Stage 2
41111143,29/10/2018,Support: Modern Data Warehouse,Su15155,Managed Disks,Inactive,Completed,"14,952",Stage 2
79797604,31/07/2019,Support: SQL Migrations,Su15156,Manufacturing Images,Active,In Progress,"6,500",Stage 4
61717156,07/06/2019,Support: Big Data,Su15157,phase of migration,Active,In Progress,"3,000",Stage 2
89393970,01/01/2018,Support: Cognitive Services,Su15158,Achieve Storage,Active,In Progress,375,Stage 5
91313118,22/11/2017,Support: Big Data,Su15159,Managed Disks,Inactive,Completed,"1,000",Stage 4
72828522,08/01/2018,Support: SQL Migrations,Su15160,Managed Service ,Active,In Progress,"10,000",Stage 5
55252101,29/06/2018,Support: Big Data,Su15161,Account setup,Active,In Progress,"10,000",Stage 2
22222956,06/03/2019,Support: Big Data,Su15162,default method for experimentation,Active,In Progress,"4,064",Stage 5
89393970,06/06/2019,Support: SQL Migrations,Su15163,Acceleration in Projects,Active,In Progress,"3,000",Stage 0
52222144,04/12/2017,Support: Accelerators,Su15164,Managed Disks,Active,In Progress,50,Stage 1
84848124,30/04/2018,Support: Big Data,Su15165,Acceleration in Projects,Active,In Progress,"3,000",Stage 4
54949520,30/04/2018,Support: Cognitive Services,Su15166,Achieve Storage,Active,In Progress,683,Stage 4
78787111,30/04/2018,Support: Modern Data Warehouse,Su15167,default method for experimentation,Active,In Progress,"6,825",Stage 3
99696211,14/05/2018,Support: Big Data,Su15168,Account setup,Active,In Progress,100,Stage 3
74848132,07/12/2018,Support: Modern Data Warehouse,Su15169,Acceleration in Projects,Inactive,In Progress,"1,000",Stage 3
61212520,31/05/2019,Support: Big Data,Su15170,App production,Active,In Progress,500,Stage 0
10101100,17/04/2019,Support: Modern Data Warehouse,Su15171,Managed Instance,Active,In Progress,"6,825",Stage 2
79797604,12/06/2019,Support: Big Data,Su15172,Manufacturing Images,Active,In Progress,"13,650",Stage 4
86767603,30/06/2019,Support: SQL Migrations,Su15173,Managed disks migration,Inactive,In Progress,"15,000",Stage 0
19898153,31/05/2019,Support: Modern Data Warehouse,Su15174,App production,Active,In Progress,"5,000",Stage 1
19292522,26/03/2019,Support: Machine Learning,Su15175,Manufacturing Images,Inactive,In Progress,300,Stage 4
30606604,17/09/2018,Support: Modern Data Warehouse,Su15176,Managed Disks,Active,Completed,"2,000",Stage 4
61717522,30/11/2017,Support: Modern Data Warehouse,Su15177,phase projects,Active,In Progress,"2,000",Stage 0
85555144,31/10/2018,Support: Cosmos DB,Su15178,Managed Instance,Active,In Progress,"2,000",Stage 0
58686103,15/02/2018,Support: Cognitive Services,Su15179,Managed Service ,Active,In Progress,"1,000",Stage 3
57373109,29/03/2019,Support: Big Data,Su15180,phase rollout,Active,In Progress,"6,825",Stage 1
96565604,31/12/2019,Support: Deep learning,Su15181,phase of migration,Active,In Progress,"1,000",Stage 0
88989184,31/07/2018,Support: Big Data,Su15182,App Migration,Active,Completed,137,Stage 3
54949520,01/03/2019,Support: Custom AI,Su15183,Acceleration Transfer,Active,Completed,"2,048",Stage 4
54949520,09/09/2018,Support: Big Data,Su15184,phase of migration,Inactive,Completed,"-2,730",Stage 4
43838604,17/12/2018,Support: Deep learning,Su15185,Account set up,Inactive,In Progress,"3,413",Stage 1
98585975,19/03/2019,Support: VMAs,Su15186,Account setup,Inactive,Completed,"1,638",Stage 1
19797619,31/12/2018,Support: SQL Migrations,Su15187,respond to RFPA,Active,In Progress,"5,000",Stage 2
54949520,31/07/2019,Support: Bots,Su15188,Account setup,Inactive,In Progress,"40,950",Stage 5
76161797,30/06/2018,Support: Modern Data Warehouse,Su15189,ACT Premium enabled,Active,In Progress,"2,475",Stage 4
82222183,30/09/2019,Support: Customer Care,Su15190,Manufacturing Images,Active,In Progress,"6,825",Stage 3
1515106,31/03/2019,Support: SQL Migrations,Su15191,Managed disks migration,Active,Completed,"30,000",Stage 5
68484104,29/08/2019,Support: Modern Data Warehouse,Su15192, Back Up And DR,Inactive,Completed,"1,365",Stage 3
99696209,31/05/2018,Support: Cosmos DB,Su15193,ACT Premium enabled,Active,In Progress,"3,000",Stage 1
78787111,16/04/2019,Support: Azure Databricks,Su15194,Phase of Data Migration,Active,In Progress,"1,000",Stage 4
75858109,15/05/2019,Support: Modern Data Warehouse,Su15195,Acceleration in Projects,Active,Blocked,"1,092",Stage 0
16767845,31/05/2019,Support: VMAs,Su15196,Phase of Data Migration,Active,In Progress,"2,730",Stage 1
8686522,28/02/2018,Support: Modern Data Warehouse,Su15197,Acceleration in Projects,Active,In Progress,"4,000",Stage 3
8686522,30/09/2019,Support: Bots,Su15198,Achieve Storage,Active,Completed,"1,000",Stage 4
71414953,31/05/2018,Support: Big Data,Su15199,Managed Disk implementation,Active,In Progress,"1,500",Stage 2
46868521,03/06/2019,Support: SQL Migrations,Su15200,default method for experimentation,Active,Blocked,"6,143",Stage 1
11616134,05/08/2019,Support: Bots,Su15201,phase rollout,Active,In Progress,"1,000",Stage 5
98080522,30/08/2019,Support: Big Data,Su15202,Manufacturing Images,Active,In Progress,"2,730",Stage 5
94545603,18/01/2019,Support: Bots,Su15203,respond to RFPA,Inactive,Completed,"1,365",Stage 2
74848132,14/07/2019,Support: SQL Migrations,Su15204,respond to RFPA,Active,In Progress,"5,000",Stage 1
83232144,01/01/2020,Support: Modern Data Warehouse,Su15205,Acceleration in Projects,Active,In Progress,"20,000",Stage 5
41515165,14/05/2019,Support: SQL Migrations,Su15206,Acceleration in Projects,Active,In Progress,"1,638",Stage 3
99696211,18/02/2019,Support: Big Data,Su15207,Client onboarding,Inactive,In Progress,"15,000",Stage 5
27575845,22/07/2019,Support: Big Data,Su15208,App Sprint,Active,In Progress,"10,000",Stage 3
67676520,30/04/2018,Support: Modern Data Warehouse,Su15209, Back Up And DR,Active,In Progress,"1,500",Stage 5
62222129,31/05/2019,Support: Big Data,Su15210,Managed Disks,Active,In Progress,"4,095",Stage 4
18989147,31/07/2019,Support: Big Data,Su15211,Acceleration in Projects,Inactive,Completed,"2,048",Stage 0
28686156,12/03/2019,Support: VMAs,Su15212,Account set up,Inactive,In Progress,"1,829",Stage 3
41313520,10/09/2018,Support: Cognitive Services,Su15213,default method for experimentation,Active,In Progress,"1,500",Stage 2
13131147,27/11/2018,Support: Big Data,Su15214,Client onboarding,Active,In Progress,"8,000",Stage 5
84949133,30/09/2019,Support: Machine Learning,Su15215,App Sprint,Active,In Progress,"2,001",Stage 4
28282143,23/08/2019,Support: Accelerators,Su15216,Account setup,Active,In Progress,"34,125",Stage 0
69191521,01/02/2019,Support: Cosmos DB,Su15217,App Migration,Inactive,In Progress,"2,500",Stage 4
41313520,24/05/2019,Support: Bots,Su15218,Managed Disk implementation,Active,In Progress,"3,000",Stage 4
91111603,22/03/2019,Support: Bots,Su15219,Accuvate initial work,Inactive,In Progress,"40,000",Stage 5
67777212,01/05/2019,Support: Machine Learning,Su15220,Acceleration Transfer,Inactive,In Progress,"1,365",Stage 4
22525115,31/03/2019,Support: Business Intelligence,Su15221,Achieve Storage,Active,In Progress,500,Stage 0
97575522,31/07/2019,Support: Accelerators,Su15222,Achieve Storage,Active,In Progress,"2,296",Stage 5
89393970,06/06/2019,Support: Bots,Su15223,respond to RFPA,Active,In Progress,"1,000",Stage 3
32222619,01/03/2018,Support: Modern Data Warehouse,Su15224,Phase of Data Migration,Active,In Progress,"1,000",Stage 2
99696211,14/08/2019,Support: Azure Databricks,Su15225,Achieve Storage,Active,In Progress,"20,000",Stage 3
47979520,31/03/2019,Support: SQL Migrations,Su15226,Accuvate initial work,Active,In Progress,"8,000",Stage 4
15959132,17/11/2017,Support: Accelerators,Su15227,Acceleration in Projects,Active,In Progress,"11,452",Stage 4
68484104,31/12/2018,Support: SQL Migrations,Su15228,Manufacturing Images,Inactive,Blocked,"5,000",Stage 2
98181961,25/09/2017,Support: Modern Data Warehouse,Su15229,Managed disks migration,Active,In Progress,"2,000",Stage 0
97878594,28/06/2019,Support: Cosmos DB,Su15230,Access to All users,Active,In Progress,"1,365",Stage 2
28282143,23/12/2019,Support: Bots,Su15231,Managed Disk implementation,Active,In Progress,"13,650",Stage 1
99696211,22/05/2019,Support: Azure Databricks,Su15232,Accuvate initial work,Active,In Progress,"10,000",Stage 5
41313520,11/04/2018,Support: Cognitive Services,Su15233,Phase of Data Migration,Active,In Progress,"2,500",Stage 5
24949619,28/03/2019,Support: SQL Migrations,Su15234,Managed Disks,Inactive,Completed,"5,000",Stage 0
97979881,29/03/2019,Support: SQL Migrations,Su15235,App production,Inactive,Completed,"15,000",Stage 2
39494140,30/04/2019,Support: Bots,Su15236,phase of migration,Inactive,In Progress,"1,000",Stage 5
72828522,31/10/2018,Support: Big Data,Su15237,Achieve Storage,Active,In Progress,"10,000",Stage 4
93636603,28/03/2019,Support: SQL Migrations,Su15238,Accuvate initial work,Active,In Progress,"5,000",Stage 2
61919160,23/08/2018,Support: Big Data,Su15239,App Migration,Inactive,Completed,"1,000",Stage 5
37272619,05/12/2018,Support: SQL Migrations,Su15240,Acceleration in Projects,Active,In Progress,"7,900",Stage 0
71515614,31/07/2019,Support: Business Intelligence,Su15241,Managed Service ,Active,In Progress,"6,825",Stage 4
67171964,31/12/2019,Support: Cosmos DB,Su15242,Managed Instance,Active,In Progress,"25,000",Stage 1
99696211,27/08/2019,Support: Big Data,Su15243,Account setup,Active,In Progress,"5,000",Stage 2
93939523,01/03/2019,Support: SQL Migrations,Su15244,Acceleration in Projects,Inactive,Blocked,500,Stage 0
79292522,22/04/2019,Support: Cosmos DB,Su15245,Managed Disks,Inactive,In Progress,"8,000",Stage 4
72626521,17/06/2019,Support: Big Data,Su15246,Account set up,Inactive,Completed,"2,000",Stage 5
43838604,14/01/2019,Support: Cognitive Services,Su15247,default method for experimentation,Active,In Progress,"4,095",Stage 2
27171133,01/05/2018,Support: Modern Data Warehouse,Su15248,phase rollout,Active,In Progress,956,Stage 2
19292522,30/04/2019,Support: Cognitive Services,Su15249,Acceleration in Projects,Active,In Progress,"5,000",Stage 2
61414132,21/03/2019,Support: Bots,Su15250,Phase of Data Migration,Active,In Progress,"6,825",Stage 5
37272619,03/02/2020,Support: SQL Migrations,Su15251,Acceleration in Projects,Inactive,Blocked,"7,500",Stage 4
71414953,14/05/2018,Support: Big Data,Su15252,Acceleration Transfer,Active,In Progress,500,Stage 4
8686522,01/11/2017,Support: Modern Data Warehouse,Su15253,phase rollout,Active,In Progress,"2,500",Stage 1
49797521,05/03/2018,Support: Accelerators,Su15254,Accuvate initial work,Inactive,Completed,100,Stage 1
34949522,01/09/2018,Support: VMAs,Su15255,Manufacturing Images,-,-,"6,825",Stage 5
19292522,19/11/2018,Support: Modern Data Warehouse,Su15256,Managed Service ,Active,In Progress,"30,000",Stage 2
82424132,31/05/2019,Support: VMAs,Su15257,App Migration,Inactive,Completed,"40,950",Stage 5
97878594,05/05/2019,Support: EoT Edge,Su15258,Client onboarding,Active,In Progress,"1,000",Stage 1
41313520,30/09/2017,Support: Cognitive Services,Su15259,Client onboarding,Inactive,Completed,"1,200",Stage 0
35757522,06/12/2018,Support: SQL Migrations,Su15260,Managed Disk implementation,Active,In Progress,"3,000",Stage 4
30606604,31/08/2018,Support: SQL Migrations,Su15261,App production,Active,In Progress,"4,000",Stage 3
47979520,28/02/2018,Support: Accelerators,Su15262,phase of migration,Inactive,In Progress,"8,916",Stage 2
65757124,30/09/2019,Support: Modern Data Warehouse,Su15263,Managed Disk implementation,Active,In Progress,"100,000",Stage 5
27171133,28/02/2019,Support: SQL Migrations,Su15264,phase of migration,Active,In Progress,"10,000",Stage 0
63333112,28/02/2019,Support: VMAs,Su15265,Managed Disk implementation,Active,Completed,"10,000",Stage 3
67171964,04/03/2019,Support: SQL Migrations,Su15266,default method for experimentation,Inactive,In Progress,"12,431",Stage 5
17676521,17/02/2019,Support: Business Intelligence,Su15267,Managed Instance,Active,Blocked,"3,000",Stage 0
92424523,07/01/2019,Support: Business Intelligence,Su15268, Back Up And DR,Active,In Progress,"2,730",Stage 3
77272172,27/12/2019,Support: Accelerators,Su15269,Managed Instance,Active,In Progress,"1,024",Stage 4
17474521,26/07/2019,Support: EoT Edge,Su15270,Account setup,Inactive,In Progress,"2,048",Stage 5
28585106,30/04/2019,Support: Modern Data Warehouse,Su15271,Account set up,Active,Completed,"4,095",Stage 1
78484119,20/05/2019,Support: Bots,Su15272,Managed Service ,Active,In Progress,"1,000",Stage 2
79292960,15/05/2019,Support: SQL Migrations,Su15273,respond to RFPA,Active,In Progress,"2,500",Stage 0
